type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA,real_timestamp
CSI_DATA,AP,1C:C3:AB:B4:06:E0,-64,11,1,3,1,1,1,1,0,0,0,-96,1,6,1,1136487614,0,68,0,0,1136.66,384,[68 64 4 0 0 0 0 0 0 0 0 0 -5 -12 -4 -14 -4 -15 -3 -16 -3 -14 -3 -16 -2 -16 -3 -17 -2 -17 -2 -17 -1 -18 -1 -18 0 -19 1 -17 1 -19 1 -18 1 -19 2 -18 1 -19 2 -19 2 -17 3 -18 1 -17 2 -19 2 -19 1 -18 0 0 1 -19 0 -18 2 -18 0 -18 1 -18 0 -19 0 -17 -3 -19 1 -20 1 -16 -5 -19 -3 -18 -2 -17 -4 -18 -4 -17 -4 -19 -3 -18 -4 -18 -6 -17 -6 -17 -6 -18 -5 -18 -7 -18 -6 -18 -7 -17 -7 -18 0 0 0 0 0 0 0 0 0 0 ],1786834404.961032
CSI_DATA,AP,1C:C3:AB:B4:06:E0,-63,11,1,2,1,1,1,1,0,0,0,-96,1,6,1,1136498245,0,68,0,0,1136.67,384,[68 64 4 0 0 0 0 0 0 0 0 0 -1 13 -1 13 -2 14 -3 16 -3 15 -3 15 -3 15 -4 16 -5 17 -5 16 -6 17 -6 17 -7 17 -7 17 -8 16 -9 17 -9 16 -9 15 -9 16 -9 16 -8 16 -9 16 -7 15 -10 14 -9 16 -9 17 0 0 -9 16 -8 17 -8 17 -6 16 -8 16 -9 15 -8 17 -7 17 0 14 -1 15 -7 17 -8 17 -4 14 -5 16 -5 16 -3 15 -7 20 -5 20 -6 15 -7 19 1 18 3 17 9 19 0 17 2 9 -7 20 0 0 0 0 0 0 0 0 0 0 ],1786834404.969044
CSI_DATA,AP,1C:C3:AB:B4:06:E0,-64,11,1,3,1,1,1,1,0,0,0,-96,1,6,1,1136511402,0,68,0,0,1136.68,384,[68 64 4 0 0 0 0 0 0 0 0 0 -5 -14 -5 -15 -4 -16 -3 -17 -3 -18 -3 -17 -2 -17 -2 -18 0 -18 -2 -19 -1 -20 0 -20 1 -20 0 -20 1 -21 1 -20 2 -21 3 -19 2 -21 3 -20 4 -21 4 -21 3 -20 3 -21 3 -20 2 -21 0 0 2 -20 3 -20 3 -20 2 -20 1 -18 2 -20 2 -19 1 -20 1 -19 -1 -19 -2 -20 -2 -19 -1 -19 -2 -20 -2 -19 -2 -21 -3 -20 -4 -21 -3 -21 -4 -20 -4 -20 -4 -20 -5 -19 -6 -21 -6 -20 -6 -20 0 0 0 0 0 0 0 0 0 0 ],1786834404.987141
CSI_DATA,AP,1C:C3:AB:B4:06:E0,-64,11,1,3,1,1,1,1,0,0,0,-96,1,6,1,1136514406,0,68,0,0,1136.69,384,[68 64 4 0 0 0 0 0 0 0 0 0 14 -1 14 0 15 1 16 1 16 2 17 2 17 3 17 3 17 4 17 5 18 6 19 7 19 7 18 8 18 6 18 10 18 9 16 9 17 9 18 9 18 9 18 10 16 8 17 10 18 9 18 9 0 0 17 9 17 8 17 9 16 7 16 8 18 8 17 8 17 6 17 7 17 6 18 6 18 5 18 5 19 5 17 5 19 5 19 4 19 4 20 4 19 3 19 3 19 3 19 2 21 2 20 2 20 1 0 0 0 0 0 0 0 0 0 0 ],1786834404.989491
CSI_DATA,AP,1C:C3:AB:B4:06:E0,-64,11,1,3,1,1,1,1,0,0,0,-96,1,6,1,1136524158,0,68,0,0,1136.69,384,[68 64 4 0 0 0 0 0 0 0 0 0 12 -2 14 -2 14 -1 15 -1 15 0 14 1 16 0 15 0 16 2 16 2 18 3 17 4 17 4 17 5 17 5 17 6 17 6 15 6 16 5 16 6 16 6 16 6 16 7 15 7 15 8 16 6 0 0 16 8 15 6 16 8 15 6 15 5 15 6 17 6 15 4 16 3 16 7 17 7 16 6 17 5 17 4 17 4 18 4 17 3 17 3 17 3 17 2 17 3 16 2 18 1 18 1 18 2 18 2 0 0 0 0 0 0 0 0 0 0 ],1786834404.993909
CSI_DATA,AP,1C:C3:AB:B4:06:E0,-64,11,1,3,1,1,1,1,0,0,0,-96,1,6,1,1136536393,0,68,0,0,1136.71,384,[68 64 4 0 0 0 0 0 0 0 0 0 3 13 3 14 2 15 1 16 1 16 1 16 0 17 0 17 -1 18 -1 18 -2 19 -2 19 -3 20 -3 19 -4 19 -5 19 -4 20 -5 18 -5 19 -6 19 -6 19 -7 18 -6 18 -6 18 -6 19 -6 18 0 0 -6 18 -5 19 -6 19 -5 18 -5 17 -4 18 -5 17 -4 18 -4 18 -3 18 -3 19 -3 18 -2 18 -2 19 -1 18 -1 20 -2 19 0 19 -1 20 0 19 0 20 0 20 0 19 0 20 1 20 1 20 0 0 0 0 0 0 0 0 0 0 ],1786834405.001080
CSI_DATA,AP,1C:C3:AB:B4:06:E0,-63,11,1,2,1,1,1,1,0,0,0,-96,1,6,1,1136545403,0,68,0,0,1136.72,384,[68 64 4 0 0 0 0 0 0 0 0 0 12 -9 13 -9 14 -9 15 -9 14 -9 16 -7 17 -7 17 -6 18 -6 17 -6 19 -6 20 -6 20 -6 20 -5 20 -4 21 -3 21 -3 19 -3 20 -2 20 -2 20 -2 20 -1 19 -2 20 -2 21 -2 20 -2 0 0 20 -2 20 -2 21 -2 19 -3 20 -2 20 -2 20 -2 19 -4 19 -3 17 -5 19 -5 19 -5 19 -6 19 -6 18 -5 20 -6 19 -7 19 -8 19 -7 18 -8 19 -8 19 -7 18 -9 19 -11 18 -9 19 -10 0 0 0 0 0 0 0 0 0 0 ],1786834405.018927
CSI_DATA,AP,1C:C3:AB:B4:06:E0,-64,11,1,3,1,1,1,1,0,0,0,-96,1,6,1,1136559830,0,68,0,0,1136.73,384,[68 64 4 0 0 0 0 0 0 0 0 0 10 -11 11 -12 11 -11 13 -10 13 -11 14 -10 15 -9 15 -9 16 -8 16 -9 17 -9 18 -9 18 -8 18 -8 18 -7 19 -6 19 -6 18 -6 19 -7 19 -5 19 -5 19 -5 18 -4 19 -5 19 -5 19 -5 0 0 18 -4 19 -5 19 -5 17 -5 19 -5 18 -5 19 -5 19 -6 18 -5 17 -7 18 -7 17 -7 17 -8 17 -8 17 -7 18 -8 17 -9 17 -9 17 -9 17 -9 18 -9 17 -9 17 -10 17 -12 17 -11 17 -11 0 0 0 0 0 0 0 0 0 0 ],1786834405.032900
CSI_DATA,AP,1C:C3:AB:B4:06:E0,-64,11,1,3,1,1,1,1,0,0,0,-96,1,6,1,1136565653,0,68,0,0,1136.74,384,[68 64 4 0 0 0 0 0 0 0 0 0 3 13 4 14 4 15 3 16 2 16 2 17 1 17 0 18 0 18 0 19 -1 19 -1 20 -2 20 -3 19 -2 19 -4 19 -4 20 -4 18 -4 20 -4 20 -5 19 -5 18 -5 17 -5 18 -6 19 -5 19 0 0 -5 18 -6 18 -5 20 -4 18 -5 19 -4 18 -5 18 -4 18 -3 18 -3 17 -3 19 -2 19 -1 19 -1 19 -2 18 -1 20 -1 19 -1 20 0 20 0 19 0 20 0 19 1 19 2 20 2 19 1 20 0 0 0 0 0 0 0 0 0 0 ],1786834405.032900
CSI_DATA,AP,1C:C3:AB:B4:06:E0,-64,11,1,3,1,1,1,1,0,0,0,-96,1,6,1,1136578309,0,68,0,0,1136.75,384,[68 64 4 0 0 0 0 0 0 0 0 0 -11 -10 -11 -11 -11 -13 -11 -14 -11 -14 -10 -15 -10 -15 -10 -16 -10 -16 -9 -17 -9 -18 -9 -18 -9 -19 -9 -19 -7 -19 -7 -20 -7 -21 -6 -19 -7 -20 -5 -19 -6 -20 -6 -20 -6 -19 -5 -19 -6 -19 -6 -20 0 0 -5 -19 -6 -19 -6 -20 -6 -20 -7 -17 -7 -19 -7 -19 -7 -18 -8 -18 -9 -17 -9 -18 -9 -17 -8 -18 -9 -17 -9 -17 -10 -18 -10 -18 -11 -16 -12 -18 -12 -16 -12 -17 -12 -17 -12 -16 -13 -17 -13 -17 -13 -16 0 0 0 0 0 0 0 0 0 0 ],1786834405.055205
CSI_DATA,AP,1C:C3:AB:B4:06:E0,-64,11,1,3,1,1,1,1,0,0,0,-96,1,6,1,1136587191,0,68,0,0,1136.76,384,[68 64 4 0 0 0 0 0 0 0 0 0 -12 5 -13 5 -14 4 -15 4 -15 5 -16 3 -16 3 -16 3 -17 2 -17 2 -18 2 -18 1 -19 2 -18 1 -18 -1 -19 -1 -19 0 -19 -1 -18 -1 -19 -1 -18 -1 -19 -2 -18 -2 -18 -1 -19 -1 -19 -2 0 0 -18 -1 -18 -1 -18 0 -18 -1 -17 -1 -19 -1 -18 -1 -18 0 -17 0 -17 2 -17 1 -17 2 -18 2 -18 3 -17 2 -18 3 -18 3 -17 4 -18 4 -17 4 -18 4 -18 4 -17 5 -18 6 -18 5 -18 6 0 0 0 0 0 0 0 0 0 0 ],1786834405.059774
